State,County (Short),County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10
Utah,Cache,"Cache, Utah",2019,273,199,67,7,0,0,0,137,64,46,0,0,232,0,41,0
Utah,Carbon,"Carbon, Utah",2019,304,204,99,1,0,0,0,108,67,47,0,4,300,0,0,0
Utah,Davis,"Davis, Utah",2019,273,185,83,5,0,0,0,119,75,46,0,14,235,0,24,0
Utah,Duchesne,"Duchesne, Utah",2019,273,147,115,7,4,0,0,177,74,49,0,0,255,0,18,0
Utah,Garfield,"Garfield, Utah",2019,192,156,36,0,0,0,0,80,54,44,0,0,192,0,0,0
Utah,Iron,"Iron, Utah",2019,304,275,29,0,0,0,0,84,50,43,0,8,281,0,15,0
Utah,Salt Lake,"Salt Lake, Utah",2019,305,150,140,15,0,0,0,132,87,51,1,19,239,1,43,2
Utah,San Juan,"San Juan, Utah",2019,241,184,57,0,0,0,0,93,58,46,0,0,241,0,0,0
Utah,Tooele,"Tooele, Utah",2019,272,221,50,1,0,0,0,105,61,44,0,0,248,0,24,0
Utah,Uintah,"Uintah, Utah",2019,273,145,111,12,4,1,0,205,87,50,0,0,263,0,10,0
Utah,Utah,"Utah, Utah",2019,305,205,100,0,0,0,0,97,71,47,1,6,272,0,26,0
Utah,Washington,"Washington, Utah",2019,304,235,69,0,0,0,0,93,61,46,0,0,299,0,5,0
Utah,Weber,"Weber, Utah",2019,217,165,50,2,0,0,0,108,64,44,1,22,166,0,28,0
Vermont,Bennington,"Bennington, Vermont",2019,181,171,10,0,0,0,0,68,47,39,0,0,166,0,15,0
Vermont,Chittenden,"Chittenden, Vermont",2019,182,170,12,0,0,0,0,80,48,40,1,0,153,0,28,0
Vermont,Rutland,"Rutland, Vermont",2019,182,160,22,0,0,0,0,77,54,39,1,0,136,0,44,1
Virgin Islands,St Croix,"St Croix, Virgin Islands",2019,27,26,1,0,0,0,0,71,41,18,0,0,0,0,27,0
Virgin Islands,St Thomas,"St Thomas, Virgin Islands",2019,181,164,17,0,0,0,0,91,50,25,0,0,0,0,181,0
Virginia,Albemarle,"Albemarle, Virginia",2019,161,148,13,0,0,0,0,67,49,40,0,0,118,0,43,0
Virginia,Alexandria City,"Alexandria City, Virginia",2019,90,90,0,0,0,0,0,16,8,5,0,0,0,0,0,90
Virginia,Arlington,"Arlington, Virginia",2019,202,180,21,1,0,0,0,112,51,39,2,51,113,0,36,0
Virginia,Botetourt,"Botetourt, Virginia",2019,263,261,2,0,0,0,0,71,16,0,0,0,0,263,0,0
Virginia,Bristol City,"Bristol City, Virginia",2019,80,77,3,0,0,0,0,68,45,27,0,0,0,0,80,0
Virginia,Caroline,"Caroline, Virginia",2019,117,109,8,0,0,0,0,71,50,40,0,0,117,0,0,0
Virginia,Carroll,"Carroll, Virginia",2019,49,49,0,0,0,0,0,18,16,10,0,0,0,0,0,49
Virginia,Charles,"Charles, Virginia",2019,198,184,14,0,0,0,0,84,48,37,0,43,112,2,41,0
Virginia,Chesterfield,"Chesterfield, Virginia",2019,160,147,13,0,0,0,0,87,50,39,0,0,118,0,42,0
Virginia,Covington City,"Covington City, Virginia",2019,181,178,1,2,0,0,0,121,24,7,0,0,0,181,0,0
Virginia,Fairfax,"Fairfax, Virginia",2019,250,198,51,1,0,0,0,101,58,41,0,22,85,0,135,8
Virginia,Fauquier,"Fauquier, Virginia",2019,116,113,3,0,0,0,0,64,47,37,0,0,116,0,0,0
Virginia,Frederick,"Frederick, Virginia",2019,202,185,17,0,0,0,0,93,48,38,0,0,100,0,102,0
Virginia,Giles,"Giles, Virginia",2019,273,235,36,2,0,0,0,134,56,37,0,0,182,91,0,0
Virginia,Hampton City,"Hampton City, Virginia",2019,209,187,22,0,0,0,0,84,51,39,1,3,112,0,87,6
Virginia,Hanover,"Hanover, Virginia",2019,120,105,15,0,0,0,0,74,54,43,0,0,120,0,0,0
Virginia,Henrico,"Henrico, Virginia",2019,211,196,15,0,0,0,0,100,49,37,1,11,150,0,41,8
Virginia,Hopewell City,"Hopewell City, Virginia",2019,46,46,0,0,0,0,0,16,15,9,0,0,0,0,0,46
Virginia,Loudoun,"Loudoun, Virginia",2019,198,181,17,0,0,0,0,74,49,38,0,41,117,0,40,0
Virginia,Lynchburg City,"Lynchburg City, Virginia",2019,70,69,1,0,0,0,0,55,44,26,0,0,0,0,70,0
Virginia,Madison,"Madison, Virginia",2019,239,217,22,0,0,0,0,67,50,42,0,0,235,0,4,0
Virginia,Norfolk City,"Norfolk City, Virginia",2019,210,205,5,0,0,0,0,61,38,20,1,133,0,0,67,9
Virginia,Prince Edward,"Prince Edward, Virginia",2019,207,200,7,0,0,0,0,67,46,36,0,0,207,0,0,0
Virginia,Prince William,"Prince William, Virginia",2019,180,173,7,0,0,0,0,67,48,38,0,58,122,0,0,0
Virginia,Richmond City,"Richmond City, Virginia",2019,203,174,29,0,0,0,0,76,52,33,1,63,0,0,139,0
Virginia,Roanoke,"Roanoke, Virginia",2019,203,180,23,0,0,0,0,71,51,38,1,11,104,0,87,0
Virginia,Rockbridge,"Rockbridge, Virginia",2019,121,112,9,0,0,0,0,71,48,40,0,0,121,0,0,0
Virginia,Rockingham,"Rockingham, Virginia",2019,202,190,12,0,0,0,0,65,49,39,0,48,113,0,41,0
Virginia,Salem City,"Salem City, Virginia",2019,79,76,3,0,0,0,0,60,46,26,0,0,0,0,79,0
Virginia,Stafford,"Stafford, Virginia",2019,149,141,8,0,0,0,0,67,49,39,0,0,121,0,0,28
Virginia,Suffolk City,"Suffolk City, Virginia",2019,122,107,15,0,0,0,0,97,51,44,0,0,122,0,0,0
Virginia,Virginia Beach City,"Virginia Beach City, Virginia",2019,79,75,4,0,0,0,0,62,43,28,0,0,0,0,79,0
Virginia,Winchester City,"Winchester City, Virginia",2019,46,46,0,0,0,0,0,23,14,8,0,0,0,0,0,46
Virginia,Wythe,"Wythe, Virginia",2019,122,112,10,0,0,0,0,71,50,44,0,0,122,0,0,0
Washington,Adams,"Adams, Washington",2019,212,211,1,0,0,0,0,69,23,12,0,0,0,0,212,0
Washington,Asotin,"Asotin, Washington",2019,207,184,23,0,0,0,0,72,54,25,0,0,0,0,207,0
Washington,Benton,"Benton, Washington",2019,212,190,22,0,0,0,0,80,51,37,0,0,115,0,93,4
Washington,Chelan,"Chelan, Washington",2019,212,192,20,0,0,0,0,76,49,20,0,0,0,0,212,0
Washington,Clallam,"Clallam, Washington",2019,212,196,16,0,0,0,0,70,49,37,0,0,148,0,64,0
Washington,Clark,"Clark, Washington",2019,212,189,22,1,0,0,0,128,53,29,0,0,90,0,122,0
Washington,Columbia,"Columbia, Washington",2019,212,207,5,0,0,0,0,55,32,15,0,0,0,0,212,0
Washington,Cowlitz,"Cowlitz, Washington",2019,207,199,8,0,0,0,0,76,40,13,0,0,0,0,207,0
Washington,Franklin,"Franklin, Washington",2019,195,193,2,0,0,0,0,56,34,15,0,0,0,0,195,0
Washington,Garfield,"Garfield, Washington",2019,205,205,0,0,0,0,0,49,28,15,0,0,0,0,205,0
Washington,Grant,"Grant, Washington",2019,212,205,7,0,0,0,0,62,37,18,0,0,0,0,212,0
Washington,Grays Harbor,"Grays Harbor, Washington",2019,199,199,0,0,0,0,0,40,30,18,0,0,0,0,199,0
Washington,Jefferson,"Jefferson, Washington",2019,212,211,1,0,0,0,0,51,29,18,0,0,0,0,212,0
Washington,King,"King, Washington",2019,213,172,41,0,0,0,0,90,56,39,1,47,84,0,81,0
Washington,Kitsap,"Kitsap, Washington",2019,187,185,2,0,0,0,0,75,29,15,0,0,0,0,187,0
Washington,Kittitas,"Kittitas, Washington",2019,211,187,24,0,0,0,0,71,53,21,0,0,0,0,211,0
Washington,Klickitat,"Klickitat, Washington",2019,212,207,5,0,0,0,0,64,39,18,0,0,0,0,212,0
Washington,Lewis,"Lewis, Washington",2019,212,203,9,0,0,0,0,62,38,18,0,0,0,0,212,0
Washington,Mason,"Mason, Washington",2019,212,202,10,0,0,0,0,70,36,20,0,0,0,0,212,0
Washington,Okanogan,"Okanogan, Washington",2019,212,166,46,0,0,0,0,87,60,26,0,0,0,0,212,0
Washington,Pierce,"Pierce, Washington",2019,212,169,41,2,0,0,0,142,61,42,0,12,125,0,75,0
Washington,San Juan,"San Juan, Washington",2019,112,112,0,0,0,0,0,39,23,16,0,0,0,0,112,0
Washington,Skagit,"Skagit, Washington",2019,212,211,1,0,0,0,0,53,33,23,0,0,70,0,142,0
Washington,Snohomish,"Snohomish, Washington",2019,212,172,39,1,0,0,0,114,63,27,0,0,0,0,212,0
Washington,Spokane,"Spokane, Washington",2019,212,191,21,0,0,0,0,87,50,36,0,0,90,0,98,24
Washington,Stevens,"Stevens, Washington",2019,212,175,37,0,0,0,0,100,59,25,0,0,0,0,147,65
Washington,Thurston,"Thurston, Washington",2019,212,194,18,0,0,0,0,71,48,29,0,0,91,0,121,0
Washington,Walla Walla,"Walla Walla, Washington",2019,212,200,12,0,0,0,0,63,45,21,0,0,0,0,115,97
Washington,Whatcom,"Whatcom, Washington",2019,212,158,48,6,0,0,0,122,72,35,0,0,31,114,67,0
Washington,Whitman,"Whitman, Washington",2019,212,210,2,0,0,0,0,53,28,17,0,0,0,0,212,0
Washington,Yakima,"Yakima, Washington",2019,212,143,66,3,0,0,0,114,73,35,0,0,0,0,211,1
West Virginia,Berkeley,"Berkeley, West Virginia",2019,227,211,16,0,0,0,0,74,49,40,0,0,201,0,26,0
West Virginia,Brooke,"Brooke, West Virginia",2019,242,221,19,2,0,0,0,112,48,18,0,0,0,139,57,46
West Virginia,Cabell,"Cabell, West Virginia",2019,230,213,17,0,0,0,0,71,50,40,0,0,203,0,27,0
West Virginia,Gilmer,"Gilmer, West Virginia",2019,193,191,2,0,0,0,0,58,45,34,0,0,193,0,0,0
West Virginia,Greenbrier,"Greenbrier, West Virginia",2019,211,191,20,0,0,0,0,84,50,43,0,0,211,0,0,0
West Virginia,Hancock,"Hancock, West Virginia",2019,181,161,20,0,0,0,0,93,51,39,0,0,116,20,23,22
West Virginia,Harrison,"Harrison, West Virginia",2019,56,53,3,0,0,0,0,55,44,28,0,0,0,0,56,0
West Virginia,Kanawha,"Kanawha, West Virginia",2019,274,228,46,0,0,0,0,93,55,42,6,0,203,3,62,0
West Virginia,Marion,"Marion, West Virginia",2019,47,45,2,0,0,0,0,55,42,28,0,0,0,0,47,0
West Virginia,Marshall,"Marshall, West Virginia",2019,181,166,15,0,0,0,0,74,44,4,0,0,0,123,58,0
West Virginia,Mason,"Mason, West Virginia",2019,239,235,3,1,0,0,0,103,26,3,0,0,0,239,0,0
West Virginia,Mineral,"Mineral, West Virginia",2019,176,153,10,12,1,0,0,161,66,3,0,0,0,176,0,0
West Virginia,Monongalia,"Monongalia, West Virginia",2019,272,252,20,0,0,0,0,74,49,39,0,0,206,45,21,0
West Virginia,Ohio,"Ohio, West Virginia",2019,139,123,16,0,0,0,0,67,52,42,0,0,115,0,24,0
West Virginia,Tucker,"Tucker, West Virginia",2019,209,196,13,0,0,0,0,61,49,39,0,0,209,0,0,0
West Virginia,Wood,"Wood, West Virginia",2019,272,250,22,0,0,0,0,87,49,38,0,0,200,49,23,0
Wisconsin,Ashland,"Ashland, Wisconsin",2019,243,226,17,0,0,0,0,78,48,36,0,0,215,0,28,0
Wisconsin,Brown,"Brown, Wisconsin",2019,243,211,32,0,0,0,0,97,52,37,0,0,133,2,108,0
Wisconsin,Columbia,"Columbia, Wisconsin",2019,146,138,8,0,0,0,0,71,47,39,0,0,146,0,0,0
Wisconsin,Dane,"Dane, Wisconsin",2019,243,189,54,0,0,0,0,93,61,40,0,0,130,0,113,0
Wisconsin,Dodge,"Dodge, Wisconsin",2019,244,195,48,1,0,0,0,122,58,42,1,0,190,0,53,0
Wisconsin,Door,"Door, Wisconsin",2019,155,146,8,1,0,0,0,112,47,36,0,0,155,0,0,0
Wisconsin,Eau Claire,"Eau Claire, Wisconsin",2019,241,205,36,0,0,0,0,92,54,37,0,0,128,0,112,1
Wisconsin,Fond du Lac,"Fond du Lac, Wisconsin",2019,156,149,7,0,0,0,0,100,48,38,0,0,156,0,0,0
Wisconsin,Forest,"Forest, Wisconsin",2019,242,223,19,0,0,0,0,97,49,37,0,0,207,0,35,0
Wisconsin,Grant,"Grant, Wisconsin",2019,243,206,36,1,0,0,0,104,55,29,0,0,0,0,243,0
Wisconsin,Jefferson,"Jefferson, Wisconsin",2019,157,145,12,0,0,0,0,100,50,40,0,0,157,0,0,0
Wisconsin,Kenosha,"Kenosha, Wisconsin",2019,243,188,53,2,0,0,0,119,67,42,0,0,168,0,75,0
Wisconsin,Kewaunee,"Kewaunee, Wisconsin",2019,164,155,9,0,0,0,0,90,45,38,0,0,164,0,0,0
Wisconsin,La Crosse,"La Crosse, Wisconsin",2019,243,207,36,0,0,0,0,81,57,38,0,0,137,0,106,0
Wisconsin,Manitowoc,"Manitowoc, Wisconsin",2019,156,141,15,0,0,0,0,100,49,37,0,0,156,0,0,0
Wisconsin,Marathon,"Marathon, Wisconsin",2019,159,150,9,0,0,0,0,84,48,36,0,0,159,0,0,0
Wisconsin,Milwaukee,"Milwaukee, Wisconsin",2019,244,182,60,2,0,0,0,101,64,43,1,8,150,0,80,5
Wisconsin,Oneida,"Oneida, Wisconsin",2019,243,242,1,0,0,0,0,52,7,0,0,0,0,243,0,0
Wisconsin,Outagamie,"Outagamie, Wisconsin",2019,243,206,35,2,0,0,0,119,58,38,0,0,132,5,106,0
Wisconsin,Ozaukee,"Ozaukee, Wisconsin",2019,243,205,36,2,0,0,0,108,58,39,0,0,154,0,89,0
Wisconsin,Racine,"Racine, Wisconsin",2019,158,131,26,1,0,0,0,115,64,42,0,0,158,0,0,0
Wisconsin,Rock,"Rock, Wisconsin",2019,157,140,17,0,0,0,0,77,51,40,0,0,157,0,0,0
Wisconsin,Sauk,"Sauk, Wisconsin",2019,243,209,33,1,0,0,0,107,54,37,0,0,135,0,108,0
Wisconsin,Sheboygan,"Sheboygan, Wisconsin",2019,160,138,20,2,0,0,0,108,64,39,0,0,160,0,0,0
Wisconsin,Taylor,"Taylor, Wisconsin",2019,243,214,29,0,0,0,0,85,52,37,0,0,171,0,72,0
Wisconsin,Vilas,"Vilas, Wisconsin",2019,240,227,13,0,0,0,0,90,47,31,0,0,137,0,103,0
Wisconsin,Walworth,"Walworth, Wisconsin",2019,159,143,15,1,0,0,0,112,51,40,0,0,159,0,0,0
Wisconsin,Waukesha,"Waukesha, Wisconsin",2019,243,189,53,1,0,0,0,115,60,41,0,0,124,0,118,1
Wyoming,Albany,"Albany, Wyoming",2019,212,127,85,0,0,0,0,90,64,49,0,0,193,0,2,17
Wyoming,Big Horn,"Big Horn, Wyoming",2019,172,162,10,0,0,0,0,77,48,39,0,0,172,0,0,0
Wyoming,Campbell,"Campbell, Wyoming",2019,212,185,27,0,0,0,0,79,52,39,0,0,123,0,5,84
Wyoming,Carbon,"Carbon, Wyoming",2019,181,148,32,1,0,0,0,112,54,45,0,3,174,4,0,0
Wyoming,Converse,"Converse, Wyoming",2019,273,251,22,0,0,0,0,97,50,37,1,0,163,92,0,17
Wyoming,Fremont,"Fremont, Wyoming",2019,181,136,44,1,0,0,0,122,64,47,0,0,165,6,10,0
Wyoming,Johnson,"Johnson, Wyoming",2019,181,168,13,0,0,0,0,80,50,41,0,0,174,0,0,7
Wyoming,Laramie,"Laramie, Wyoming",2019,182,157,25,0,0,0,0,74,54,43,1,1,170,0,7,3
Wyoming,Lincoln,"Lincoln, Wyoming",2019,181,180,1,0,0,0,0,56,26,10,0,0,0,0,0,181
Wyoming,Natrona,"Natrona, Wyoming",2019,180,154,26,0,0,0,0,74,51,44,0,0,178,1,1,0
Wyoming,Park,"Park, Wyoming",2019,181,171,10,0,0,0,0,77,48,38,0,3,172,0,4,2
Wyoming,Platte,"Platte, Wyoming",2019,29,26,2,1,0,0,0,108,56,11,0,0,0,0,0,29
Wyoming,Sheridan,"Sheridan, Wyoming",2019,181,157,24,0,0,0,0,90,51,42,0,0,154,0,15,12
Wyoming,Sublette,"Sublette, Wyoming",2019,210,127,72,8,3,0,0,200,84,49,0,0,208,0,2,0
Wyoming,Sweetwater,"Sweetwater, Wyoming",2019,273,210,60,3,0,0,0,133,61,43,0,3,165,0,3,102
Wyoming,Teton,"Teton, Wyoming",2019,244,209,35,0,0,0,0,87,54,44,1,0,240,0,3,0
Wyoming,Uinta,"Uinta, Wyoming",2019,181,146,34,1,0,0,0,101,58,44,0,0,178,0,0,3
Wyoming,Weston,"Weston, Wyoming",2019,181,161,20,0,0,0,0,71,51,42,0,0,179,2,0,0
